panel,SFM,x_value,y_value,sd,extra,source
A,mir-SFM,59,44.95,,train=48.24,mirsfm_full_62523321_0.out
A,mir-SFM,60,44.95,,train=47.79,mirsfm_full_62523321_0.out
A,mir-SFM,61,44.53,,train=48.18,mirsfm_full_62523321_0.out
A,mir-SFM,62,44.86,,train=48.02,mirsfm_full_62523321_0.out
A,mir-SFM,63,44.06,,train=47.73,mirsfm_full_62523321_0.out
A,mir-SFM,64,44.26,,train=47.19,mirsfm_full_62523321_0.out
A,mir-SFM,65,43.94,,train=47.07,mirsfm_full_62523321_0.out
A,mir-SFM,66,43.38,,train=46.43,mirsfm_full_62523321_0.out
A,mir-SFM,67,43.85,,train=46.15,mirsfm_full_62523321_0.out
A,mir-SFM,68,45.07,,train=47.15,mirsfm_full_62523321_0.out
A,mir-SFM,69,44.68,,train=47.67,mirsfm_full_62523321_0.out
A,mir-SFM,70,44.79,,train=47.59,mirsfm_full_62523321_0.out
A,mir-SFM,71,44.61,,train=47.65,mirsfm_full_62523321_0.out
A,mir-SFM,72,44.98,,train=47.73,mirsfm_full_62523321_0.out
A,mir-SFM,73,44.98,,train=47.89,mirsfm_full_62523321_0.out
A,mir-SFM,74,44.07,,train=47.83,mirsfm_full_62523321_0.out
A,mir-SFM,75,44.35,,train=47.54,mirsfm_full_62523321_0.out
A,mir-SFM,76,44.78,,train=47.64,mirsfm_full_62523321_0.out
A,mir-SFM,77,45.30,,train=48.00,mirsfm_full_62523321_0.out
A,mir-SFM,78,44.60,,train=47.87,mirsfm_full_62523321_0.out
A,mir-SFM,79,44.41,,train=48.07,mirsfm_full_62523321_0.out
A,mir-SFM,80,44.70,,train=47.42,mirsfm_full_62523321_0.out
A,mir-SFM,81,44.86,,train=47.93,mirsfm_full_62523321_0.out
A,mir-SFM,82,44.05,,train=47.96,mirsfm_full_62523321_0.out
A,mir-SFM,83,44.37,,train=47.81,mirsfm_full_62523321_0.out
A,mir-SFM,84,44.81,,train=47.80,mirsfm_full_62523321_0.out
A,mir-SFM,85,44.39,,train=48.12,mirsfm_full_62523321_0.out
A,mir-SFM,86,44.80,,train=47.99,mirsfm_full_62523321_0.out
A,mir-SFM,87,44.82,,train=47.41,mirsfm_full_62523321_0.out
A,mir-SFM,88,44.82,,train=47.87,mirsfm_full_62523321_0.out
A,mir-SFM,89,44.73,,train=47.79,mirsfm_full_62523321_0.out
A,mir-SFM,90,44.93,,train=47.93,mirsfm_full_62523321_0.out
A,mir-SFM,91,44.86,,train=48.05,mirsfm_full_62523321_0.out
A,mir-SFM,92,44.98,,train=47.96,mirsfm_full_62523321_0.out
A,mir-SFM,93,44.73,,train=48.05,mirsfm_full_62523321_0.out
A,mir-SFM,94,44.61,,train=47.83,mirsfm_full_62523321_0.out
A,mir-SFM,95,44.88,,train=48.17,mirsfm_full_62523321_0.out
A,mir-SFM,96,45.24,,train=48.15,mirsfm_full_62523321_0.out
A,mir-SFM,97,45.23,,train=47.93,mirsfm_full_62523321_0.out
A,mir-SFM,98,45.33,,train=48.00,mirsfm_full_62523321_0.out
A,mir-SFM,99,44.99,,train=47.73,mirsfm_full_62523321_0.out
A,dtSFM,0,24.19,,train=7.08,dtsfm2_full_63170839_0.out
A,dtSFM,1,28.64,,train=12.65,dtsfm2_full_63170839_0.out
A,dtSFM,2,30.29,,train=14.43,dtsfm2_full_63170839_0.out
A,dtSFM,3,31.82,,train=15.58,dtsfm2_full_63170839_0.out
A,dtSFM,4,31.21,,train=16.25,dtsfm2_full_63170839_0.out
A,dtSFM,5,31.21,,train=16.94,dtsfm2_full_63170839_0.out
A,dtSFM,6,29.71,,train=17.19,dtsfm2_full_63170839_0.out
A,dtSFM,7,30.01,,train=17.62,dtsfm2_full_63170839_0.out
A,dtSFM,8,30.05,,train=17.83,dtsfm2_full_63170839_0.out
A,dtSFM,9,31.01,,train=17.96,dtsfm2_full_63170839_0.out
A,dtSFM,10,31.37,,train=18.22,dtsfm2_full_63170839_0.out
A,dtSFM,11,31.27,,train=18.39,dtsfm2_full_63170839_0.out
A,dtSFM,12,29.34,,train=18.49,dtsfm2_full_63170839_0.out
A,dtSFM,13,29.94,,train=18.74,dtsfm2_full_63170839_0.out
A,dtSFM,14,29.58,,train=18.74,dtsfm2_full_63170839_0.out
A,dtSFM,15,28.71,,train=18.80,dtsfm2_full_63170839_0.out
A,dtSFM,16,28.81,,train=19.03,dtsfm2_full_63170839_0.out
A,dtSFM,17,29.77,,train=19.00,dtsfm2_full_63170839_0.out
A,dtSFM,18,28.80,,train=19.18,dtsfm2_full_63170839_0.out
A,dtSFM,19,27.78,,train=19.38,dtsfm2_full_63170839_0.out
A,dtSFM,20,28.81,,train=19.29,dtsfm2_full_63170839_0.out
A,dtSFM,21,28.72,,train=19.28,dtsfm2_full_63170839_0.out
A,dtSFM,22,27.99,,train=19.41,dtsfm2_full_63170839_0.out
A,dtSFM,23,28.49,,train=19.41,dtsfm2_full_63170839_0.out
A,dtSFM,24,27.70,,train=19.48,dtsfm2_full_63170839_0.out
A,dtSFM,25,26.98,,train=19.45,dtsfm2_full_63170839_0.out
A,dtSFM,26,27.52,,train=19.52,dtsfm2_full_63170839_0.out
A,dtSFM,27,27.35,,train=19.46,dtsfm2_full_63170839_0.out
A,dtSFM,28,26.35,,train=19.53,dtsfm2_full_63170839_0.out
A,dtSFM,29,26.03,,train=19.48,dtsfm2_full_63170839_0.out
A,dtSFM,30,25.56,,train=19.58,dtsfm2_full_63170839_0.out
A,dtSFM,31,26.24,,train=19.61,dtsfm2_full_63170839_0.out
A,dtSFM,32,26.38,,train=19.68,dtsfm2_full_63170839_0.out
A,dtSFM,33,25.01,,train=19.57,dtsfm2_full_63170839_0.out
A,dtSFM,34,25.18,,train=19.62,dtsfm2_full_63170839_0.out
A,dtSFM,35,25.47,,train=19.66,dtsfm2_full_63170839_0.out
A,dtSFM,36,24.78,,train=19.63,dtsfm2_full_63170839_0.out
A,dtSFM,37,24.38,,train=19.54,dtsfm2_full_63170839_0.out
A,dtSFM,38,26.14,,train=19.65,dtsfm2_full_63170839_0.out
A,dtSFM,39,25.39,,train=19.58,dtsfm2_full_63170839_0.out
A,dtSFM,40,23.97,,train=19.73,dtsfm2_full_63170839_0.out
A,dtSFM,41,24.93,,train=19.63,dtsfm2_full_63170839_0.out
A,dtSFM,42,24.52,,train=19.77,dtsfm2_full_63170839_0.out
A,dtSFM,43,25.34,,train=19.65,dtsfm2_full_63170839_0.out
A,dtSFM,44,24.76,,train=19.71,dtsfm2_full_63170839_0.out
A,dtSFM,45,24.20,,train=19.74,dtsfm2_full_63170839_0.out
A,dtSFM,46,24.85,,train=19.67,dtsfm2_full_63170839_0.out
A,dtSFM,47,24.09,,train=19.67,dtsfm2_full_63170839_0.out
A,dtSFM,48,23.85,,train=19.66,dtsfm2_full_63170839_0.out
A,dtSFM,49,24.23,,train=19.71,dtsfm2_full_63170839_0.out
A,dtSFM,50,23.30,,train=19.53,dtsfm2_full_63170839_0.out
A,dtSFM,51,23.67,,train=19.56,dtsfm2_full_63170839_0.out
A,dtSFM,52,24.18,,train=19.68,dtsfm2_full_63170839_0.out
A,dtSFM,53,24.10,,train=19.73,dtsfm2_full_63170839_0.out
A,dtSFM,54,23.06,,train=19.82,dtsfm2_full_63170839_0.out
A,dtSFM,55,23.21,,train=19.75,dtsfm2_full_63170839_0.out
A,dtSFM,56,23.73,,train=19.53,dtsfm2_full_63170839_0.out
A,dtSFM,57,24.21,,train=19.65,dtsfm2_full_63170839_0.out
A,dtSFM,58,23.64,,train=19.63,dtsfm2_full_63170839_0.out
A,dtSFM,59,23.35,,train=19.61,dtsfm2_full_63170839_0.out
A,dtSFM,60,23.66,,train=19.64,dtsfm2_full_63170839_0.out
A,dtSFM,61,24.07,,train=19.65,dtsfm2_full_63170839_0.out
A,dtSFM,62,23.91,,train=19.73,dtsfm2_full_63170839_0.out
A,dtSFM,63,22.88,,train=19.62,dtsfm2_full_63170839_0.out
A,dtSFM,64,23.26,,train=19.64,dtsfm2_full_63170839_0.out
A,dtSFM,65,23.81,,train=19.66,dtsfm2_full_63170839_0.out
A,dtSFM,66,23.33,,train=19.60,dtsfm2_full_63170839_0.out
A,dtSFM,67,23.17,,train=19.59,dtsfm2_full_63170839_0.out
A,dtSFM,68,23.99,,train=19.74,dtsfm2_full_63170839_0.out
A,dtSFM,69,23.37,,train=19.56,dtsfm2_full_63170839_0.out
A,dtSFM,70,22.32,,train=19.47,dtsfm2_full_63170839_0.out
A,dtSFM,71,23.35,,train=19.57,dtsfm2_full_63170839_0.out
A,dtSFM,72,23.76,,train=19.50,dtsfm2_full_63170839_0.out
A,dtSFM,73,23.23,,train=19.66,dtsfm2_full_63170839_0.out
A,dtSFM,74,22.95,,train=19.47,dtsfm2_full_63170839_0.out
A,dtSFM,75,22.25,,train=19.56,dtsfm2_full_63170839_0.out
A,dtSFM,76,22.49,,train=19.62,dtsfm2_full_63170839_0.out
A,dtSFM,77,22.67,,train=19.65,dtsfm2_full_63170839_0.out
A,dtSFM,78,23.86,,train=19.58,dtsfm2_full_63170839_0.out
A,dtSFM,79,21.91,,train=19.62,dtsfm2_full_63170839_0.out
A,dtSFM,80,22.86,,train=19.61,dtsfm2_full_63170839_0.out
A,dtSFM,81,22.84,,train=19.61,dtsfm2_full_63170839_0.out
A,dtSFM,82,22.88,,train=19.52,dtsfm2_full_63170839_0.out
A,dtSFM,83,23.32,,train=19.75,dtsfm2_full_63170839_0.out
A,dtSFM,84,22.75,,train=19.47,dtsfm2_full_63170839_0.out
A,dtSFM,85,22.81,,train=19.45,dtsfm2_full_63170839_0.out
A,dtSFM,86,22.60,,train=19.52,dtsfm2_full_63170839_0.out
A,dtSFM,87,22.32,,train=19.71,dtsfm2_full_63170839_0.out
A,dtSFM,88,23.15,,train=19.65,dtsfm2_full_63170839_0.out
A,dtSFM,89,23.18,,train=19.44,dtsfm2_full_63170839_0.out
A,dtSFM,90,22.73,,train=19.48,dtsfm2_full_63170839_0.out
A,dtSFM,91,22.59,,train=19.56,dtsfm2_full_63170839_0.out
A,dtSFM,92,22.02,,train=19.48,dtsfm2_full_63170839_0.out
A,dtSFM,93,22.56,,train=19.60,dtsfm2_full_63170839_0.out
A,dtSFM,94,22.64,,train=19.57,dtsfm2_full_63170839_0.out
A,dtSFM,95,22.88,,train=19.52,dtsfm2_full_63170839_0.out
A,dtSFM,96,22.82,,train=19.52,dtsfm2_full_63170839_0.out
A,dtSFM,97,22.71,,train=19.55,dtsfm2_full_63170839_0.out
A,dtSFM,98,22.73,,train=19.49,dtsfm2_full_63170839_0.out
A,dtSFM,99,22.03,,train=19.48,dtsfm2_full_63170839_0.out
B,tSFM,best_epoch_gap,19.81,,best_ep=52 train=56.08 val=75.89,tsfm_full_64763913_0.out
B,eSFM,best_epoch_gap,-1.66,,best_ep=15 train=97.84 val=96.18,esfm_full_62858369_0.out
B,mhcSFM,best_epoch_gap,3.71,,best_ep=18 train=14.24 val=17.95,mhcsfm_full_62515934_0.out
B,crisprSFM,best_epoch_gap,-34.29,,best_ep=16 train=79.78 val=45.49,crispr_hn_train_62512408.out
B,mir-SFM,best_epoch_gap,2.61,,best_ep=8 train=42.90 val=45.51,mirsfm_full_62523321_0.out
B,dtSFM,best_epoch_gap,16.24,,best_ep=3 train=15.58 val=31.82,dtsfm2_full_63170839_0.out
C,tSFM,ID,83.1,3.0,LV=PASS,audit bundle
C,tSFM,80%,54.7,5.1,LV=PASS,audit bundle
C,tSFM,60%,53.7,4.9,LV=PASS,audit bundle
C,tSFM,40%,48.4,4.3,LV=PASS,audit bundle
C,eSFM,ID,86.3,1.5,LV=PASS,audit bundle
C,eSFM,80%,85.0,1.5,LV=PASS,audit bundle
C,eSFM,60%,81.0,1.9,LV=FAIL,audit bundle
C,eSFM,40%,66.4,3.3,LV=FAIL,audit bundle
C,crisprSFM,ID,95.4,6.5,LV=PASS,audit bundle
C,crisprSFM,80%,86.9,6.3,LV=PASS,audit bundle
C,crisprSFM,60%,89.0,5.5,LV=FAIL,audit bundle
C,crisprSFM,40%,89.6,7.8,LV=FAIL,audit bundle
C,dtSFM,ID,27.7,3.7,LV=PASS,audit bundle
C,dtSFM,80%,46.0,,LV=PASS,audit bundle
C,dtSFM,60%,41.8,6.8,LV=PASS,audit bundle
C,dtSFM,40%,41.3,21.1,LV=PASS,audit bundle
